ModelID,Accuracy,Precision,Recall,F1 Score,Parameter Count,Learning Rate,Batch size,Epoch,Optimizer,conv1,conv2,conv3,f1,f2,k1,k2,k3,max_val,max_val_index
cnn_20250508_1219_3065,94.8167%,95.8310%,93.7112%,94.7592%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4409%,99,db2,8
cnn_20250508_1220_8642,94.8167%,95.6943%,93.8574%,94.7670%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4592%,99,db2,10
cnn_20250508_1238_2951,94.8076%,95.6595%,93.8757%,94.7592%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5140%,99,db8,2
cnn_20250508_1238_4147,94.8441%,95.2750%,94.3693%,94.8200%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5140%,87,db8,3
cnn_20250508_1238_3817,94.7436%,95.7733%,93.6197%,94.6843%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3129%,98,db4,8
cnn_20250508_1239_7735,94.8807%,95.4125%,94.2962%,94.8510%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4683%,98,db8,6
cnn_20250508_1238_1252,94.8533%,95.5448%,94.0951%,94.8144%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4683%,85,db8,4
cnn_20250508_1239_9524,94.8350%,95.6279%,93.9671%,94.7902%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3952%,96,db8,8
cnn_20250508_1239_2821,94.7710%,95.8443%,93.6015%,94.7096%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3677%,98,db4,10
cnn_20250508_1240_4575,94.9173%,95.9940%,93.7477%,94.8576%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4317%,94,db20,3
cnn_20250508_1239_7213,94.9173%,95.9940%,93.7477%,94.8576%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4500%,92,db20,2
cnn_20250508_1240_7036,94.7801%,95.5382%,93.9488%,94.7368%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4135%,95,db8,10
cnn_20250508_1257_3704,94.9995%,96.1041%,93.8026%,94.9394%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4866%,99,db20,4
cnn_20250508_1259_3656,94.7619%,95.4520%,94.0037%,94.7223%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5415%,96,coif2,2
cnn_20250508_1259_2590,94.8350%,95.6109%,93.9854%,94.7912%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4317%,96,db20,6
cnn_20250508_1259_9375,94.9264%,95.5346%,94.2596%,94.8928%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4226%,99,coif2,3
cnn_20250508_1259_6688,94.8624%,95.5626%,94.0951%,94.8231%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4592%,88,coif2,4
cnn_20250508_1259_9515,94.8350%,95.4083%,94.2048%,94.8027%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4135%,98,db20,8
cnn_20250508_1300_3359,94.7984%,95.3544%,94.1865%,94.7669%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3129%,93,coif2,6
cnn_20250508_1300_5529,94.8167%,95.7114%,93.8391%,94.7660%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4043%,89,db20,10
cnn_20250508_1301_4985,94.7984%,95.3544%,94.1865%,94.7669%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3586%,99,coif2,8
cnn_20250508_1302_7101,94.7253%,95.6522%,93.7112%,94.6717%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3769%,99,coif2,10
cnn_20250508_1318_8610,94.8533%,95.8684%,93.7477%,94.7962%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5506%,93,coif4,2
cnn_20250508_1319_4760,94.9264%,95.5177%,94.2779%,94.8937%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4775%,96,coif4,3
cnn_20250508_1320_6323,94.7893%,95.5052%,94.0037%,94.7485%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4043%,96,coif4,4
cnn_20250508_1320_9332,94.7527%,95.4343%,94.0037%,94.7136%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4957%,95,coif8,2
cnn_20250508_1321_8167,94.8624%,95.4781%,94.1865%,94.8279%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5323%,98,coif8,3
cnn_20250508_1320_6276,94.7619%,95.3678%,94.0951%,94.7272%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3037%,99,coif4,6
cnn_20250508_1322_3722,94.8076%,95.3889%,94.1682%,94.7746%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5323%,99,coif8,4
cnn_20250508_1321_2126,94.6613%,95.2073%,94.0585%,94.6294%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.2672%,82,coif4,8
cnn_20250508_1322_2134,94.7436%,95.4335%,93.9854%,94.7039%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3769%,99,coif4,10
cnn_20250508_1325_9372,94.7527%,95.3165%,94.1316%,94.7204%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3677%,98,coif8,6
cnn_20250508_1339_7082,94.7801%,95.4537%,94.0402%,94.7417%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3952%,99,coif8,8
cnn_20250508_1341_8827,94.7070%,95.3290%,94.0219%,94.6710%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3037%,99,haar,2
cnn_20250508_1341_4433,95.0178%,96.1748%,93.7660%,94.9551%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4409%,99,haar,3
cnn_20250508_1343_1170,94.7162%,95.2293%,94.1499%,94.6865%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3129%,93,bior1.3,2
cnn_20250508_1342_7423,94.9904%,96.1034%,93.7843%,94.9297%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4226%,99,haar,6
cnn_20250508_1341_5879,94.7984%,95.3544%,94.1865%,94.7669%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.3677%,98,coif8,10
cnn_20250508_1344_4150,94.8350%,95.6109%,93.9854%,94.7912%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4226%,99,bior1.3,3
cnn_20250508_1345_9958,94.7893%,95.5390%,93.9671%,94.7465%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4409%,95,bior1.3,4
cnn_20250508_1346_2208,94.9813%,95.6578%,94.2413%,94.9443%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4592%,87,bior1.3,6
cnn_20250508_1350_8508,94.8076%,95.5576%,93.9854%,94.7650%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4500%,99,bior1.3,8
cnn_20250508_1401_5369,94.8167%,95.3394%,94.2413%,94.7872%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.4317%,95,bior1.3,10
cnn_20250514_1107_9771,95.1001%,96.2331%,93.8757%,95.0398%,137673,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.5780%,84,db4,1
cnn_20250514_1122_6459,94.3596%,97.1440%,91.4077%,94.1886%,137400,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.0569%,94,db4,1
cnn_20250514_1147_9398,94.3139%,95.0223%,93.5283%,94.2694%,133560,0.0002,1024,100,adam,32,32,32,44,18,4,4,4,94.0386%,93,db4,1
cnn_20250514_1219_5496,92.5405%,95.7530%,89.0311%,92.2698%,133545,0.0002,1024,100,adam,9,32,32,44,18,4,4,4,91.4510%,98,db4,1
cnn_20250517_1647_6139,94.9592%,95.6635%,93.6962%,94.6697%,134430,0.0002,1024,100,adam,9,32,32,44,18,4,4,4,94.7088%,99,db4,1
cnn_20250517_1705_6141,95.0234%,96.1885%,93.2796%,94.7117%,134430,0.0002,1024,100,adam,9,32,32,44,18,4,4,4,94.7088%,88,db4,1
cnn_20250517_2159_5213,95.4472%,96.7106%,93.6559%,95.1588%,134430,0.0002,1024,200,adam,9,32,32,44,18,4,4,4,95.1133%,193,db4,1
cnn_20250517_2218_2794,96.3633%,96.5168%,92.3402%,94.3823%,134430,0.0002,1024,200,adam,9,32,32,44,18,4,4,4,96.2235%,186,db4,1
cnn_20250517_2239_1962,94.9721%,93.5918%,86.4462%,89.8772%,134430,0.0002,1024,200,adam,9,32,32,44,18,4,4,4,95.0748%,196,db4,1
pdetectorstft_20250520_1932_7234,92.8594%,91.6425%,93.5887%,92.6054%,149889,0.001,32,2,,32,32,32,44,18,4,4,4,db4,1
pdetectorstft_20250520_1935_5128,93.9382%,94.2990%,92.9301%,93.6095%,149889,0.0002,1024,100,,9,32,32,44,18,4,4,4,db4,1
pdetectorstft_20250520_1943_1432,94.1052%,95.2163%,92.2984%,93.7346%,149889,0.001,64,100,,9,32,32,44,18,4,4,4,db4,1
cnn_20250521_1304_6360,94.7858%,96.2204%,92.7285%,94.4422%,137673,0.001,32,2,,32,32,32,44,18,4,4,4,db4,1
cnn_20250521_1309_8799,95.7426%,96.0331%,95.0134%,95.5206%,137673,0.002,1024,100,,32,32,32,44,18,4,4,4,db4,1
cnn_20250521_1658_3785,95.6592%,96.3034%,94.5430%,95.4151%,37383,0.002,1024,100,,32,24,16,22,11,4,4,4,db4,1
cnn_20250521_1658_3785,95.6592%,96.3034%,94.5430%,95.4151%,37383,0.001,32,2,,32,32,32,44,18,4,4,4,db4,1
cnn_20250521_1658_3785,95.6592%,96.3034%,94.5430%,95.4151%,37383,0.002,1024,100,,32,24,16,22,11,4,4,4,db4,1
cnn_20250521_1722_8716,95.6592%,96.3034%,94.5430%,95.4151%,37383,0.002,1024,100,,32,24,16,22,11,4,4,4,db4,1
cnn_20250522_1435_7580,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.001,32,2,,32,32,32,44,18,4,4,4,db4,1
cnn_20250522_1507_5304,85.2912%,78.8263%,96.5082%,86.7757%,158484,0.0001,64,30,,32,32,32,44,18,4,4,4,db4,1
cnn_20250522_1527_8163,90.9590%,91.2691%,90.5850%,90.9258%,158484,0.0001,64,30,,32,32,32,44,18,4,4,4,db4,1
cnn_20250522_1538_5297,91.3063%,91.6805%,90.8592%,91.2680%,158484,0.0001,64,30,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250522_2340_6581,92.8147%,94.8144%,90.5850%,92.6515%,158484,0.002,1024,10,,32,32,32,44,18,4,4,4,db4,1

-- TFEQ models
tfeq_20250523_1251_5037,90.2093%,91.4296%,88.7386%,90.0640%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
cnnrnn_20250523_2339_3351,91.7451%,94.5387%,88.6106%,91.4787%,8130,0.001,1024,50,,32,32,32,44,18,4,4,4,db4,1
cnn_20250523_2346_2990,94.0854%,95.8025%,92.2121%,93.9730%,278473,0.001,1024,50,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250523_2353_2272,92.8147%,94.7801%,90.6216%,92.6542%,158484,1e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0038_5636,92.8604%,94.8365%,90.6581%,92.7003%,158484,1e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0123_5119,92.5130%,95.1115%,89.6344%,92.2918%,158484,1e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0123_1083,90.3373%,92.9197%,87.3309%,90.0386%,158484,1e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0201_7123,92.4765%,95.0553%,89.6161%,92.2556%,158484,1e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0211_5022,92.5770%,95.2233%,89.6527%,92.3540%,158484,1e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0241_9399,91.4343%,94.2244%,88.2815%,91.1562%,158484,1e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0253_5051,90.4196%,93.1330%,87.2761%,90.1095%,158484,1e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0459_6560,90.0722%,92.4971%,87.2212%,89.7817%,158484,1e-05,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0540_2114,91.3155%,92.1642%,90.3108%,91.2281%,158484,2e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0541_4140,90.7670%,91.0681%,90.4022%,90.7339%,158484,2e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0625_3363,92.4582%,94.4668%,90.2011%,92.2847%,158484,2e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0627_5147,92.9427%,95.4880%,90.1463%,92.7403%,158484,2e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0747_5345,92.5222%,94.0030%,90.8410%,92.3949%,158484,2e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0750_6499,92.7507%,94.3991%,90.8958%,92.6143%,158484,2e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_0832_2575,90.7304%,93.3970%,87.6600%,90.4376%,158484,2e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1048_2160,90.1636%,92.4952%,87.4223%,89.8872%,158484,2e-05,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1118_6620,90.4836%,90.0669%,91.0055%,90.5338%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1121_6844,90.6207%,90.5474%,90.7130%,90.6301%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1129_3763,90.2916%,89.9131%,90.7678%,90.3384%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1204_5236,89.8254%,90.0092%,89.5978%,89.8030%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1206_2076,90.0905%,91.1136%,88.8483%,89.9667%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1214_3266,89.5603%,88.8929%,90.4205%,89.6502%,158484,5e-05,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1258_7634,90.5659%,91.2607%,89.7258%,90.4867%,158484,5e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1335_5637,91.0047%,91.7535%,90.1097%,90.9242%,158484,5e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1337_6994,90.4562%,91.5509%,89.1408%,90.3298%,158484,5e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1418_9741,91.6811%,92.3949%,90.8410%,91.6114%,158484,5e-05,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1624_5589,90.1545%,92.9423%,86.9104%,89.8252%,158484,5e-05,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1625_1928,91.0595%,91.1355%,90.9689%,91.0522%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1700_1222,91.2149%,91.0282%,91.4442%,91.2358%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1703_6015,90.8584%,92.5714%,88.8483%,90.6716%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1717_8114,90.7761%,90.4149%,91.2249%,90.8181%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1745_5894,90.6116%,90.0487%,91.3163%,90.6780%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1748_5611,91.1418%,91.8386%,90.3108%,91.0683%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1802_6874,90.7396%,93.7905%,87.2578%,90.4063%,158484,0.0001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1833_7417,90.7670%,91.1743%,90.2742%,90.7220%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1847_5869,90.4744%,91.1218%,89.6892%,90.3999%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1911_6829,90.6664%,91.3707%,89.8172%,90.5873%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1919_8222,90.5110%,91.1590%,89.7258%,90.4367%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1927_9328,90.3465%,91.0681%,89.4698%,90.2619%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_1953_7717,89.8254%,90.6816%,88.7751%,89.7182%,158484,0.0001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2206_4350,90.0082%,93.0722%,86.4534%,89.6408%,158484,0.0001,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2215_9137,91.2058%,92.4163%,89.7806%,91.0794%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2238_2507,90.0082%,88.8238%,91.5356%,90.1594%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2245_9214,90.2551%,90.0801%,90.4753%,90.2773%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2305_1919,90.5202%,91.6557%,89.1590%,90.3901%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2323_7087,90.5019%,91.6682%,89.1042%,90.3680%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2330_8453,89.4140%,89.7053%,89.0494%,89.3761%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250524_2349_8168,92.7416%,95.2750%,89.9452%,92.5334%,158484,0.0002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0015_7012,90.9864%,91.1376%,90.8044%,90.9707%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0036_4521,91.2515%,91.3961%,91.0786%,91.2371%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0053_8501,91.1509%,91.3787%,90.8775%,91.1274%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0056_2989,90.3190%,90.8048%,89.7258%,90.2621%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0117_2595,89.6608%,89.4813%,89.8903%,89.6854%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0136_5061,89.4323%,89.6945%,89.1042%,89.3984%,158484,0.0002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0343_1701,90.0357%,93.9054%,85.6307%,89.5774%,158484,0.0002,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0405_2901,91.1052%,92.8204%,89.1042%,90.9244%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0422_6847,90.3190%,90.3273%,90.3108%,90.3190%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0424_4914,89.9991%,90.7146%,89.1225%,89.9115%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0454_6712,89.5786%,91.6346%,87.1115%,89.3158%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0507_3466,90.2093%,91.4296%,88.7386%,90.0640%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0510_1447,90.0082%,90.3559%,89.5795%,89.9660%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0539_3273,90.9224%,93.9352%,87.4954%,90.6010%,158484,0.0005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0554_2764,91.0687%,91.3644%,90.7130%,91.0375%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0626_5168,91.0869%,91.5665%,90.5119%,91.0361%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0632_5064,90.6116%,91.1313%,89.9817%,90.5528%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0639_1273,90.3465%,90.4657%,90.2011%,90.3332%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0707_4099,89.4597%,89.5982%,89.2870%,89.4424%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0714_9844,89.3683%,89.9462%,88.6472%,89.2920%,158484,0.0005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0926_5241,90.0905%,93.6158%,86.0512%,89.6742%,158484,0.0005,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_0956_6790,91.3246%,92.6590%,89.7623%,91.1877%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1001_7003,90.5019%,89.8830%,91.2797%,90.5760%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1007_1574,90.3190%,89.6601%,91.1517%,90.3998%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1042_1271,90.5750%,92.0280%,88.8483%,90.4102%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1046_8460,91.7177%,92.9270%,90.3108%,91.6002%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1052_6489,93.0524%,94.8401%,91.0603%,92.9118%,158484,0.001,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1137_5042,90.6664%,91.3399%,89.8537%,90.5907%,158484,0.001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1214_6306,90.7761%,90.9491%,90.5667%,90.7575%,158484,0.001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1218_2722,89.1489%,88.5370%,89.9452%,89.2355%,158484,0.001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1256_6867,89.5146%,89.2929%,89.7989%,89.5452%,158484,0.001,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1504_2277,90.0996%,93.3584%,86.3437%,89.7141%,158484,0.001,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1541_4552,91.2698%,91.6283%,90.8410%,91.2329%,158484,0.002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1546_3116,91.1144%,91.8185%,90.2742%,91.0398%,158484,0.002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1627_2137,93.1621%,95.6144%,90.4753%,92.9739%,158484,0.002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1631_6326,91.2789%,94.3093%,87.8611%,90.9710%,158484,0.002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1716_8346,91.3338%,93.5142%,88.8300%,91.1119%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1713_1222,90.5933%,93.6676%,87.0750%,90.2511%,158484,0.002,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1754_9489,90.6390%,91.0148%,90.1828%,90.5969%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1800_4168,90.3556%,90.3196%,90.4022%,90.3609%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1803_1418,90.9498%,93.1766%,88.3729%,90.7112%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1835_3360,90.8493%,90.6051%,91.1517%,90.8776%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_1842_8184,92.7233%,94.7701%,90.4388%,92.5538%,158484,0.002,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2050_6914,91.8914%,94.1437%,89.3419%,91.6800%,158484,0.002,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2124_2456,90.6481%,92.3443%,88.6472%,90.4580%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2129_9373,93.8934%,95.5771%,92.0475%,93.7791%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2132_3542,93.3175%,96.1981%,90.2011%,93.1031%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2210_3429,92.5130%,95.4466%,89.2870%,92.2641%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2215_6251,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2217_1880,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2302_3420,91.1052%,91.5542%,90.5667%,91.0578%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2256_9598,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.005,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2339_5814,93.2352%,94.6901%,91.6088%,93.1240%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2343_3488,92.3393%,94.3678%,90.0548%,92.1609%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250525_2347_4561,93.0798%,95.3260%,90.6033%,92.9047%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0021_3271,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0025_3366,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.005,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0233_1398,50.0046%,50.0046%,100.0000%,66.6707%,158484,0.005,1024,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0310_3224,50.0046%,50.0046%,100.0000%,66.6707%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0312_5291,50.0046%,50.0046%,100.0000%,66.6707%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0315_4577,50.0046%,50.0046%,100.0000%,66.6707%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0356_2628,50.0046%,50.0046%,100.0000%,66.6707%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0400_6072,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0444_5911,91.2058%,91.4643%,90.8958%,91.1792%,158484,0.01,256,100,,32,32,32,44,18,4,4,4,db4,1
tfeq_20250526_0441_8911,49.9954%,0.0000%,0.0000%,0.0000%,158484,0.01,64,100,,32,32,32,44,18,4,4,4,db4,1
